Voie_ID,Nom_x,Distance (km),% Couverture correspondant (200m),Groupes nature voie,Énergie produite annuelle (kWh / m2 de panneau),Production pour 860m2 de panneau (kWh),SolarScore,latlon,Département,Région,temp_mean_c,sunshine_duration_mean_hour,ghi_mean_W_m2,Revenus annuels revente Enedis €,nbre annuel de charges velos,Eclairage urbain en Nbre lapamdaires alimentés/an,Equivalent conso annuelle en nbr de personnes,nbre annuel charges un BlueBus,nbre annuel km/BlueBus _12m
211,"EV1 - La Vélodyssée, de Royan à Montalivet / Voie Verte du Littoral Atlantique",30.8,0.65,Bord de route,89.27,76772,C,"(45.37166185415559, -1.158356)",Gironde,Nouvelle-Aquitaine,14.0,8.0,157.0,9980,153544,384,35,282,63506
212,"V51a - Voie Verte de Bourgogne du sud en Val Lamartinien, de Cluny à Mâcon",31.0,0.65,Bord de voie ferrée,79.59,68447,D,"(46.289898, 4.654413)",Rhône,Auvergne-Rhône-Alpes,11.0,8.0,146.0,8898,136894,342,31,252,56620
213,V66 - La Rétro littorale de Sommières à Nîmes / Voie Verte de la Vaunage),31.1,0.64,Bord de voie ferrée,105.73,90928,B,"(43.766056, 4.09137158840307)",Gard,Occitanie,15.0,9.0,174.0,11821,181856,455,41,334,75216
214,"EV1 - Vélodyssée, de Marennes à La Tremblade / Voie verte de Ronce les Bains à La Tremblade",31.2,0.64,Bord de route,88.95,76497,C,"(45.697288131053824, -1.233796)",Charente-Maritime,Nouvelle-Aquitaine,14.0,8.0,158.0,9945,152994,382,34,281,63279
215,"V51a - Voie Verte de Bourgogne du sud, de Chalon-sur-Saône à St-Gengoux-le-National",31.3,0.64,Ancienne ligne ferrovière,78.64,67630,D,"(46.60664920156713, 4.668698737563429)",Saône-et-Loire,Bourgogne-Franche-Comté,12.0,7.0,145.0,8792,135260,338,30,249,55944
216,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Fumay à Monthermé",31.4,0.64,Bord de rivière ou canal,61.47,52864,E,"(49.868747, 4.644014)",Ardennes,Grand Est,10.0,6.0,124.0,6872,105728,264,24,194,43729
217,"EV3 - La Scandibérique / Voie Verte Coulée d'Oc, de Marthon à Angoulême",31.4,0.64,Bord de voie ferrée,78.89,67845,D,"(45.60998800000001, 0.151852)",Charente,Nouvelle-Aquitaine,13.0,8.0,147.0,8820,135690,339,31,249,56122
218,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Givet à Fumay",31.5,0.63,Bord de rivière ou canal,61.79,53139,E,"(49.993984, 4.695561)",Ardennes,Grand Est,11.0,6.0,124.0,6908,106278,266,24,195,43957
219,Véloroute Molsheim - Saverne,31.5,0.63,Bord de route,74.63,64182,D,"(48.539908, 7.360330000000001)",Bas-Rhin,Grand Est,11.0,7.0,136.0,8344,128364,321,29,236,53092
220,V111 - Véloroute du vignoble d'Alsace (variante),31.7,0.63,Bord de route,76.17,65506,D,"(48.06987199999999, 7.279435)",Haut-Rhin,Grand Est,12.0,8.0,139.0,8516,131012,328,29,241,54187
221,EV5 / V52 - Via Romea Francigena / V52,31.7,0.63,Bord de rivière ou canal,69.14,59460,E,"(48.691697, 7.033656)",Moselle,Grand Est,12.0,7.0,136.0,7730,118920,297,27,219,49186
222,V861 - Via Venaissia / Voie verte d'Orange à Velleron,31.8,0.63,Bord de voie ferrée,112.7,96922,A,"(43.9607629588927, 4.836394516287026)",Vaucluse,Provence-Alpes-Côte d'Azur,15.0,9.0,177.0,12600,193844,485,44,356,80174
223,Voie Verte Boucle de la Moselle tronçon 1,32.3,0.62,Bord de sentier,72.18,62075,D,"(48.63044384324959, 5.899095)",Meurthe-et-Moselle,Grand Est,12.0,7.0,137.0,8070,124150,310,28,228,51349
224,"V46 - V46 : Cœur de France à vélo / Canal de Berry, de Vierzon à Bourges",32.5,0.62,Voie verte,73.14,62900,D,"(47.07918800000001, 2.07262020189834)",Cher,Centre-Val de Loire,13.0,7.0,140.0,8177,125800,314,28,231,52031
225,"V16 - ""V16 : Avenue Verte London-Paris, Voie Verte du Pays de Bray, de Mesnières en Bray à Dieppe""",32.6,0.61,Bord de voie ferrée,68.45,58867,E,"(49.76067393549589, 1.081865980716059)",Seine-Maritime,Normandie,11.0,7.0,127.0,7653,117734,294,26,216,48695
226,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Méréville à Charmes",32.7,0.61,Piste cyclable,71.88,61817,D,"(48.374159, 6.15389476349629)",Vosges,Grand Est,11.0,7.0,138.0,8036,123634,309,28,227,51135
227,"Véloroute Vallée du Tarn-Causses-Sud Cévennes (V85), de Montauban à Saint-Sulpice-la-Pointe / Voie Verte Bressols-Villemur-sur-Tarn-Bessières",32.8,0.61,Ancienne ligne ferrovière,88.38,76007,C,"(43.78272089601298, 1.3360400000000001)",Haute-Garonne,Occitanie,14.0,8.0,159.0,9881,152014,380,34,279,62873
228,"V70 - La Régordane, de Alès à Quissac",33.0,0.61,Bord de rivière ou canal,103.58,89079,B,"(43.91273399999998, 4.000676)",Gard,Occitanie,15.0,9.0,170.0,11580,178158,445,40,327,73687
229,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Thionville à Metz",33.0,0.61,Bord de rivière ou canal,72.46,62316,D,"(49.12996999999999, 6.162292)",Moselle,Grand Est,12.0,7.0,135.0,8101,124632,312,28,229,51548
230,"EV1 - La Vélodyssée, de Parentis-en-Born à Mimizan",33.0,0.61,Bord de sentier,92.05,79163,C,"(44.20424200856879, -1.2956250000000002)",Landes,Nouvelle-Aquitaine,15.0,8.0,160.0,10291,158326,396,36,291,65484
231,"EV4 - La Vélomaritime, de Le Touquet-Paris-Plage à Boulogne-sur-Mer",33.2,0.6,Bord de route,72.78,62591,D,"(50.509558, 1.57258801664512)",Pas-de-Calais,Hauts-de-France,12.0,7.0,135.0,8137,125182,313,28,230,51776
232,"Voie Verte du canal de Bourgogne, de Dijon à Saint Jean de Losne",33.3,0.6,Bord de rivière ou canal,77.72,66839,D,"(47.0996941754597, 5.003811)",Côte-d'Or,Bourgogne-Franche-Comté,12.0,7.0,143.0,8689,133678,334,30,246,55290
233,"V46 - Coeur de France à vélo / Cher à vélo, de Tours à Chenonceaux",33.6,0.6,Bord de route,67.92,58411,E,"(47.32430099999999, 0.696132)",Indre-et-Loire,Centre-Val de Loire,13.0,7.0,136.0,7593,116822,292,26,215,48318
234,"EV17 - ViaRhôna, de Chanaz à Brégnier-Cordon",33.7,0.59,Voie verte,90.54,77864,C,"(45.63393676668831, 5.64105539127911)",Ain,Auvergne-Rhône-Alpes,13.0,8.0,155.0,10122,155728,389,35,286,64410
235,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Metz à Pont-à-Mousson",33.7,0.59,Piste cyclable,73.08,62849,D,"(48.90827175145769, 6.02838)",Meurthe-et-Moselle,Grand Est,11.0,7.0,136.0,8170,125698,314,28,231,51989
236,"EV4 - La Vélomaritime, de St-Valéry-sur-Somme à Fort-Mahon / Tour de la Baie de Somme",33.9,0.59,Bord de sentier,70.0,60200,E,"(50.173463, 1.5536122931785559)",Somme,Hauts-de-France,12.0,7.0,135.0,7826,120400,301,27,221,49798
237,"EV6 - La Loire à Vélo, de Boulleret (Cosne-Cours-sur-Loire) à La Charité-sur-Loire",34.0,0.59,Bord de route,73.45,63167,D,"(47.174527, 2.859161)",Cher,Centre-Val de Loire,12.0,7.0,140.0,8212,126334,316,28,232,52252
238,"EV3 - Scandibérique / Voie Verte de l'Avesnois, de Maubeuge à Glageon",34.0,0.59,Bord de voie ferrée,61.46,52856,E,"(50.05738199999999, 3.968092167212123)",Nord,Hauts-de-France,11.0,6.0,126.0,6871,105712,264,24,194,43723
239,"V33 - La Seine à vélo / Voie Verte du canal de la Haute-Seine, de Nogent-sur-Seine à Méry-sur-Seine",34.2,0.58,Bord de rivière ou canal,69.1,59426,E,"(48.495674, 3.49788)",Aube,Grand Est,12.0,7.0,134.0,7725,118852,297,27,218,49158
240,Promenade des Berges de l'Orne,34.4,0.58,Bord de rivière ou canal,72.16,62058,D,"(49.1929520513717, 5.908684)",Meurthe-et-Moselle,Grand Est,11.0,7.0,135.0,8068,124116,310,28,228,51335
241,"EV15 - Véloroute du Rhin, de Drusenheim à Strasbourg",34.5,0.58,Bord de route,74.93,64440,D,"(48.573901000000006, 7.738244999999999)",Bas-Rhin,Grand Est,12.0,8.0,137.0,8377,128880,322,29,237,53305
242,Voie Verte de l'Armagnac,34.6,0.58,Bord de voie ferrée,83.78,72051,C,"(43.86319645329662, 0.10547840636205347)",Gers,Occitanie,14.0,8.0,156.0,9367,144102,360,32,265,59601
243,"V46 - Cœur de France à vélo / Canal de Berry, de Saint-Amand-Montrond à Magnette (Audes - Reugny)",34.7,0.58,Bord de rivière ou canal,75.6,65016,D,"(46.462864, 2.489478)",Allier,Auvergne-Rhône-Alpes,12.0,7.0,144.0,8452,130032,325,29,239,53782
244,D802 - Voie Verte de Mios à Hostens (D802),34.9,0.57,Bord de voie ferrée,82.58,71019,C,"(44.476957, -0.967245)",Gironde,Nouvelle-Aquitaine,14.0,8.0,156.0,9232,142038,355,32,261,58747
245,"EV8 - La Méditerranée à vélo, de Cannes à Nice / La Littorale",35.5,0.56,Bord de route,112.46,96716,A,"(43.536638450603306, 7.01648768251502)",Alpes-Maritimes,Provence-Alpes-Côte d'Azur,17.0,9.0,178.0,12573,193432,484,44,356,80004
246,"VD3 - St-Malo - Presqu'Île de Rhuys, de Ploërmel à Questembert",35.5,0.56,Ancienne ligne ferrovière,65.73,56528,E,"(47.665539424177084, -2.45353247043407)",Morbihan,Bretagne,12.0,7.0,136.0,7349,113056,283,25,208,46760
247,"EV6 - Véloroute du Doubs, de Ranchot à Besançon",35.6,0.56,Bord de rivière ou canal,77.74,66856,D,"(47.138904, 5.724287)",Jura,Bourgogne-Franche-Comté,12.0,8.0,142.0,8691,133712,334,30,246,55304
248,"Le Canal des deux mers à vélo (V80), de Bordeaux à Daignac",35.7,0.56,Bord de voie ferrée,79.52,68387,D,"(44.770859, -0.5604299827918608)",Gironde,Nouvelle-Aquitaine,14.0,8.0,151.0,8890,136774,342,31,251,56570
249,"EV1 - La Vélodyssée, de Lacanau-Océan à Lège-Cap-Ferret",36.1,0.55,Bord de sentier,89.26,76764,C,"(44.776266999999976, -1.230608)",Gironde,Nouvelle-Aquitaine,15.0,8.0,163.0,9979,153528,384,35,282,63500
250,"V52 - Paris - Strasbourg, de Einville-au-Jard à Gondrexange / Voie verte du canal de la Marne au Rhin",36.1,0.55,Piste cyclable,70.35,60501,D,"(48.657216000000005, 6.491852)",Meurthe-et-Moselle,Grand Est,12.0,7.0,137.0,7865,121002,303,27,222,50047
251,"V64 - Véloroute Trans'Alpes, de Veurey-Voroize à Séchilienne",36.7,0.54,Bord de rivière ou canal,83.17,71526,C,"(45.04962379798208, 5.61981)",Isère,Auvergne-Rhône-Alpes,11.0,8.0,155.0,9298,143052,358,32,263,59167
252,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Fontenoy-le-Château à Jussey (Haute-Saône)",37.1,0.54,Voie verte,73.13,62892,D,"(47.824940121417306, 5.8989720000000005)",Haute-Saône,Bourgogne-Franche-Comté,12.0,7.0,139.0,8176,125784,314,28,231,52025
253,"V33 - La Seine à vélo / Voie verte de la Seine, de Méry-sur-Seine à Troyes",37.1,0.54,Piste cyclable,71.54,61524,D,"(48.264798, 3.88860211127613)",Aube,Grand Est,12.0,7.0,137.0,7998,123048,308,28,226,50893
254,"EV6 - Véloroute du Doubs, de Samerey à Ranchot",37.5,0.53,Bord de rivière ou canal,76.54,65824,D,"(47.055453, 5.356162)",Jura,Bourgogne-Franche-Comté,12.0,7.0,143.0,8557,131648,329,30,242,54450
255,Voie des Salines,38.0,0.53,Bord de route,77.13,66332,D,"(46.94587902471358, 5.726126)",Jura,Bourgogne-Franche-Comté,12.0,8.0,142.0,8623,132664,332,30,244,54870
256,"EV6 - de l'Atlantique à la Mer Noire, de Nevers à Champvert (Decize)",38.2,0.52,Bord de rivière ou canal,74.37,63958,D,"(46.809823, 3.181491)",Nièvre,Bourgogne-Franche-Comté,12.0,7.0,141.0,8315,127916,320,29,235,52906
257,Pistes de la Forêt de Rambouillet,38.3,0.52,Bord de sentier,63.92,54971,E,"(48.661964, 1.684213)",Yvelines,Île-de-France,11.0,7.0,130.0,7146,109942,275,25,202,45472
258,Voie Verte Hourtin - Lacanau,38.3,0.52,Bord de voie ferrée,87.74,75456,C,"(44.978206, -1.167495)",Gironde,Nouvelle-Aquitaine,14.0,8.0,157.0,9809,150912,377,34,277,62418
259,"EV4 - La Vélomaritime, de Fort-Mahon à Le Touquet-Paris-Plage",38.9,0.51,Bord de route,72.16,62058,D,"(50.3399227225205, 1.5668208194102302)",Somme,Hauts-de-France,12.0,7.0,137.0,8068,124116,310,28,228,51335
260,"EV4 - La Vélomaritime, de Le Tréport à St-Valéry-sur-Somme.",39.0,0.51,Bord de route,71.51,61499,D,"(50.062097999999985, 1.37511)",Seine-Maritime,Normandie,12.0,7.0,132.0,7995,122998,307,28,226,50872
261,"EV3 / V81 - Véloroute du Piémont Pyrénéen (V81) et La Scandibérique (EV3), de Urt à Escos",39.3,0.51,Bord de rivière ou canal,77.63,66762,D,"(43.438861990189686, -1.293939)",Pyrénées-Atlantiques,Nouvelle-Aquitaine,14.0,8.0,152.0,8679,133524,334,30,245,55226
262,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Semuy à Dom-le-Mesnil",39.7,0.5,Bord de route,63.6,54696,E,"(49.4854241857397, 4.65251759269734)",Ardennes,Grand Est,12.0,7.0,131.0,7110,109392,273,25,201,45245
263,"EV8 - La Méditerranée à vélo, de Beaucaire à Cavaillon",39.7,0.5,Voie verte,112.7,96922,A,"(43.67127686818807, 4.43698987496089)",Gard,Occitanie,16.0,9.0,178.0,12600,193844,485,44,356,80174
264,"VD3 - St-Malo - Presqu'Île de Rhuys, de St-Méen-le-Grand à Ploërmel",40.1,0.5,Voie verte,64.52,55487,E,"(47.935104, -2.408527)",Morbihan,Bretagne,12.0,7.0,132.0,7213,110974,277,25,204,45899
265,Voie Verte Le Lude - La Flèche - Baugé,40.7,0.49,Bord de voie ferrée,66.36,57070,E,"(47.539687, -0.101849)",Maine-et-Loire,Pays de la Loire,13.0,7.0,135.0,7419,114140,285,26,210,47209
266,"V53 - Entre Champagne et Bourgogne, de Chaumont à Langres",40.8,0.49,Voie verte,70.64,60750,D,"(47.870462480706394, 5.153725)",Haute-Marne,Grand Est,11.0,7.0,138.0,7898,121500,304,27,223,50253
267,"EV3 - Scandibérique, de Senlis à Claye-Souilly / Trans'Oise,  de Senlis à Ermenonville",41.0,0.49,Bord de route,65.44,56278,E,"(48.956453, 2.5919)",Seine-et-Marne,Île-de-France,12.0,7.0,129.0,7316,112556,281,25,207,46553
268,"EV6 - Véloroute du Doubs, de Besançon à Baume-les-Dames",41.8,0.48,Bord de rivière ou canal,73.45,63167,D,"(47.225815, 6.030753)",Doubs,Bourgogne-Franche-Comté,12.0,8.0,142.0,8212,126334,316,28,232,52252
269,"EV19 - La Meuse à vélo, de Dun-sur-Meuse à Verdun",42.3,0.47,Bord de route,68.19,58643,E,"(49.159445999999996, 5.16884)",Meuse,Grand Est,11.0,7.0,133.0,7624,117286,293,26,216,48510
270,Voie verte de la Bresse jurassienne,42.5,0.47,Ancienne ligne ferrovière,76.52,65807,D,"(46.67455465502621, 5.40707977702594)",Saône-et-Loire,Bourgogne-Franche-Comté,12.0,8.0,145.0,8555,131614,329,30,242,54436
271,"Véloroute du Canal d'Aire à La Bassée, de Aire-sur-la-Lys à Billy-Berclau",43.2,0.46,Voie verte,63.59,54687,E,"(50.496926309865195, 2.4134399988689306)",Pas-de-Calais,Hauts-de-France,11.0,6.0,125.0,7109,109374,273,25,201,45237
272,"V70 - La Régordane, de Sommières à Palavas-les-Flots",43.7,0.46,Voie verte,105.73,90928,B,"(43.531436, 3.8942589999999995)",Hérault,Occitanie,16.0,9.0,175.0,11821,181856,455,41,334,75216
273,Voie Verte d'Evreux à la vallée du Bec,43.9,0.46,Bord de voie ferrée,65.11,55995,E,"(49.016255, 0.705601)",Eure,Normandie,11.0,7.0,129.0,7279,111990,280,25,206,46319
274,V85 - de Le Vigan à Quissac,43.9,0.46,Ancienne ligne ferrovière,98.72,84899,B,"(43.907837999999984, 3.6071210000000002)",Gard,Occitanie,12.0,9.0,168.0,11037,169798,424,38,312,70229
275,"V56 - St-Jacques à vélo / Vélovoie des lacs de la forêt d'Orient, de St-Julien-les-Villas à Dienville",44.0,0.45,Bord de sentier,70.62,60733,D,"(48.254733, 4.110515)",Aube,Grand Est,12.0,7.0,137.0,7895,121466,304,27,223,50239
276,V65 - de  Toulon au Lavandou / Parcours cyclable du littoral,44.1,0.45,Voie verte,121.3,104318,A,"(43.07977, 5.929205)",Var,Provence-Alpes-Côte d'Azur,17.0,10.0,189.0,13561,208636,522,47,384,86292
277,"V52 - Voie verte de la Marne, de Dormans à Condé-sur-Marne",44.6,0.45,Bord de rivière ou canal,65.15,56029,E,"(49.041447999999995, 3.636156721448523)",Marne,Grand Est,11.0,7.0,130.0,7284,112058,280,25,206,46348
278,"V41 - V41 : St-Jacques à vélo via Chartres / Voie verte de la vallée de l'Eure, de Pacy-sur-Eure à Sainte-Gemme-Moronval",44.7,0.45,Bord de voie ferrée,66.67,57336,E,"(48.737720999999986, 1.3414019999999998)",Eure-et-Loir,Centre-Val de Loire,12.0,7.0,132.0,7454,114672,287,26,211,47429
279,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Berry-au-Bac à Rethel",44.9,0.45,Voie verte,67.88,58377,E,"(49.39880500000001, 3.9047429999999994)",Aisne,Hauts-de-France,12.0,7.0,130.0,7589,116754,292,26,215,48290
280,"V50 - La Voie Bleue, Moselle-Saône à vélo / Voie Verte du canal des Vosges, d'Épinal à Fontenoy-le-Château",45.9,0.44,Bord de rivière ou canal,73.45,63167,D,"(47.974776, 6.200345)",Vosges,Grand Est,12.0,7.0,137.0,8212,126334,316,28,232,52252
281,Voie verte la Traverse,46.6,0.43,Voie verte,82.01,70529,C,"(46.17897245843408, 5.078905119416654)",Ain,Auvergne-Rhône-Alpes,13.0,8.0,150.0,9169,141058,353,32,259,58342
282,"EV1 - La Vélodyssée, de Vieux-Boucau à Bayonne",46.8,0.43,Bord de route,85.62,73633,C,"(43.488353999999994, -1.496653)",Pyrénées-Atlantiques,Nouvelle-Aquitaine,15.0,8.0,158.0,9572,147266,368,33,271,60910
283,"V53 - Entre Champagne et Bourgogne, de Joinville à Chaumont",47.9,0.42,Voie verte,68.79,59159,E,"(48.115927000000006, 5.11900330431673)",Haute-Marne,Grand Est,12.0,7.0,136.0,7691,118318,296,27,217,48937
284,"V47 - V47 : Le Loir à vélo, de Château-du-Loir à La Flèche",49.8,0.4,Voie verte,67.89,58385,E,"(47.63068299999999, -0.075673)",Maine-et-Loire,Pays de la Loire,13.0,7.0,134.0,7590,116770,292,26,215,48296
285,"EV6 - de l'Atlantique à la Mer Noire / La Loire à vélo, de Orléans à Sully-sur-Loire",50.0,0.4,Bord de route,67.93,58420,E,"(47.76710977751098, 1.920327)",Loiret,Centre-Val de Loire,12.0,7.0,133.0,7595,116840,292,26,215,48325
286,"EV3 - La Scandibérique / V80 : Canal des deux mers à vélo, de Fontet à Vianne",50.6,0.4,Bord de rivière ou canal,84.4,72584,C,"(44.237052, -0.024784)",Lot-et-Garonne,Nouvelle-Aquitaine,14.0,8.0,152.0,9436,145168,363,33,267,60042
287,"EV1 - La Vélodyssée, de Montalivet à Lacanau-Océan",50.7,0.39,Bord de route,84.7,72842,C,"(45.003502, -1.182594)",Gironde,Nouvelle-Aquitaine,14.0,8.0,158.0,9469,145684,364,33,268,60255
288,"Le Canal des 2 mers à vélo (V80), de  Toulouse à Avignonet-Lauragais",51.2,0.39,Bord de rivière ou canal,88.04,75714,C,"(43.353991, 1.420273)",Haute-Garonne,Occitanie,14.0,8.0,161.0,9843,151428,379,34,278,62631
289,"EV1 - La Vélodyssée, de La Teste-de-Buch à Parentis-en-Born",51.5,0.39,Bord de sentier,91.13,78372,C,"(44.346509, -1.249857)",Landes,Nouvelle-Aquitaine,15.0,8.0,162.0,10188,156744,392,35,288,64830
290,"EV1 - Vélodyssée, de Bayonne à Hendaye / Véloroute du Littoral Atlantique en Pyrénées-Atlantiques",51.7,0.39,Bord de route,84.69,72833,C,"(43.34261699999999, -1.788154)",Basse-Bidassoa,Pays basque autonome,15.0,8.0,154.0,9468,145666,364,33,268,60248
291,"EV4 - La Vélomaritime, de Boulogne-sur-Mer à Calais",51.8,0.39,Voie verte,73.68,63365,D,"(50.723470999999996, 1.590014)",Pas-de-Calais,Hauts-de-France,12.0,7.0,136.0,8237,126730,317,29,233,52416
292,"EV8 / V80 - Méditerranée à vélo : Canal des deux mers à vélo, de Béziers à Sète",52.1,0.38,Bord de rivière ou canal,110.88,95357,B,"(43.28617699999999, 3.216484)",Hérault,Occitanie,16.0,9.0,176.0,12396,190714,477,43,351,78880
293,"EV17a - ViaRhôna, d'Arles à Port-Saint-Louis-du-Rhône",52.1,0.38,Voie verte,112.39,96655,A,"(43.35304, 4.614663)",Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,16.0,10.0,184.0,12565,193310,483,43,355,79954
294,Véloroute de la vallée de la Sauer (de Lembach à Drusenheim),52.7,0.38,Piste cyclable,74.93,64440,D,"(48.888169999999995, 7.742193999999999)",Bas-Rhin,Grand Est,12.0,7.0,136.0,8377,128880,322,29,237,53305
295,Voie Verte des Hautes Vosges,52.9,0.38,Bord de voie ferrée,70.71,60811,D,"(47.85349699999998, 6.603760000000001)",Haute-Saône,Bourgogne-Franche-Comté,10.0,7.0,136.0,7905,121622,304,27,224,50303
296,VD3 - Voie Verte de Questembert à Mauron,53.2,0.38,Bord de voie ferrée,64.82,55745,E,"(47.687142, -2.441701)",Morbihan,Bretagne,12.0,7.0,134.0,7247,111490,279,25,205,46113
297,"V40b - Véloscénie, de Rambouillet à Massy (par Versailles)",53.2,0.38,Voie verte,63.61,54705,E,"(48.61907, 1.825297)",Yvelines,Île-de-France,12.0,7.0,130.0,7112,109410,274,25,201,45252
298,"EV6 - Voie Verte du Canal du Rhône au Rhin, de Montbéliard à Mulhouse",54.1,0.37,Bord de rivière ou canal,75.9,65274,D,"(47.504599, 6.833829)",Doubs,Bourgogne-Franche-Comté,11.0,7.0,139.0,8486,130548,326,29,240,53995
299,Voie Verte de la vallée de l'Ognon,54.5,0.37,Ancienne ligne ferrovière,72.52,62367,D,"(47.47822779214559, 6.234770311879713)",Haute-Saône,Bourgogne-Franche-Comté,12.0,7.0,139.0,8108,124734,312,28,229,51590
300,V473 - Voie Verte de Mimizan-Plage à Sabres,54.7,0.37,Bord de voie ferrée,85.02,73117,C,"(44.1479932104267, -1.283121)",Landes,Nouvelle-Aquitaine,15.0,8.0,160.0,9505,146234,366,33,269,60483
301,"V71 - La Véloire, de Paray-le-Monial à Roanne",57.5,0.35,Bord de rivière ou canal,77.45,66607,D,"(46.033499999999975, 4.02742002469148)",Loire,Auvergne-Rhône-Alpes,12.0,8.0,149.0,8659,133214,333,30,245,55098
302,"V51 - Tour de Bourgogne / Canal de Bourgogne, de Pouilly-en-A. à Dijon",58.2,0.34,Bord de rivière ou canal,77.71,66831,D,"(47.166529, 4.554332)",Côte-d'Or,Bourgogne-Franche-Comté,11.0,7.0,144.0,8688,133662,334,30,246,55283
303,"V63 - Vallée de l'Isère, de Grenoble à St-Marcellin",58.4,0.34,Voie verte,89.29,76789,C,"(45.12555999999998, 5.329657)",Isère,Auvergne-Rhône-Alpes,13.0,9.0,161.0,9983,153578,384,35,282,63520
304,"V51 - Tour de Bourgogne / Canal de Bourgogne, de Tonnerre à Montbard",58.7,0.34,Bord de rivière ou canal,70.66,60768,D,"(47.620106, 3.975101)",Yonne,Bourgogne-Franche-Comté,12.0,7.0,137.0,7900,121536,304,27,223,50268
305,"EV4 - La Vélomaritime, de Calais à Dunkerque",59.2,0.34,Bord de route,68.15,58609,E,"(50.94931519758389, 1.8505494739432202)",Pas-de-Calais,Hauts-de-France,12.0,7.0,132.0,7619,117218,293,26,215,48482
306,"EV6 - Voie Verte du canal du Rhône au Rhin, de Baume-les-Dames à Montbéliard",60.0,0.33,Bord de rivière ou canal,73.75,63425,D,"(47.341175, 6.361702)",Doubs,Bourgogne-Franche-Comté,12.0,7.0,139.0,8245,126850,317,29,233,52466
307,"V73 - Via Fluvia, d’Yssingeaux à Bourg-Argental",60.5,0.33,Bord de voie ferrée,90.82,78105,C,"(45.142134000000006, 4.109117026794755)",Haute-Loire,Auvergne-Rhône-Alpes,10.0,8.0,159.0,10154,156210,391,35,287,64609
308,"EV1 - La Vélodyssée, de Mimizan à Vieux-Boucau",60.6,0.33,Bord de sentier,88.07,75740,C,"(43.786106, -1.395354)",Landes,Nouvelle-Aquitaine,15.0,8.0,158.0,9846,151480,379,34,278,62653
309,"EV8 -EV17b - Méditerranée à Vélo / EV17b : ViaRhôna, de Sète à Aigues-Mortes",61.5,0.33,Piste cyclable,107.53,92476,B,"(43.40172899999998, 3.6971220000000002)",Hérault,Occitanie,16.0,9.0,177.0,12022,184952,462,42,340,76497
310,"EV17 - ViaRhôna, de Brégnier-Cordon à Lagnieu",62.6,0.32,Voie verte,90.24,77606,C,"(45.63680999999998, 5.3472983923633235)",Isère,Auvergne-Rhône-Alpes,12.0,8.0,154.0,10089,155212,388,35,285,64196
311,"EV17 - ViaRhôna, de Givors à St Vallier",62.7,0.32,Voie verte,90.83,78114,C,"(45.184501999999995, 4.737478)",Ardèche,Auvergne-Rhône-Alpes,12.0,8.0,160.0,10155,156228,391,35,287,64616
312,"V51 - Voie verte du Canal du Nivernais, de Clamecy à Auxerre",62.9,0.32,Bord de rivière ou canal,72.22,62109,D,"(47.459907, 3.510411)",Nièvre,Bourgogne-Franche-Comté,12.0,7.0,137.0,8074,124218,311,28,228,51377
313,"EV17 - ViaRhôna, de Valence à Montélimar",63.4,0.32,Bord de route,98.43,84650,B,"(44.554034, 4.705351)",Drôme,Auvergne-Rhône-Alpes,15.0,9.0,169.0,11004,169300,423,38,311,70023
314,"V62 - Combe de Savoie, d'Annecy à Albertville",63.9,0.31,Bord de voie ferrée,85.28,73341,C,"(45.67619798898059, 6.129038469337125)",Savoie,Auvergne-Rhône-Alpes,11.0,8.0,154.0,9534,146682,367,33,270,60668
315,Voie Verte de Bordeaux à Lacanau-Océan,68.4,0.29,Bord de voie ferrée,80.43,69170,D,"(44.836909, -1.182594)",Gironde,Nouvelle-Aquitaine,14.0,8.0,159.0,8992,138340,346,31,254,57218
316,V61 - Véloroute du Léman au Mont-Blanc : de Genève à Sallanches,68.9,0.29,Bord de rivière ou canal,89.88,77297,C,"(45.930746, 6.168443513234859)",Haute-Savoie,Auvergne-Rhône-Alpes,10.0,8.0,156.0,10049,154594,386,35,284,63941
317,"Le Canal des deux mers à vélo (V80), en Tarn-et-Garonne de Lamagistère à Pompignan",72.4,0.28,Bord de rivière ou canal,87.78,75491,C,"(43.828196, 0.7006360000000001)",Gers,Occitanie,14.0,8.0,158.0,9814,150982,377,34,278,62447
318,Véloroute Tour du Bassin d’Arcachon (EV1 Vélodyssée),72.5,0.28,Bord de sentier,87.16,74958,C,"(44.609218, -1.249077)",Gironde,Nouvelle-Aquitaine,15.0,8.0,162.0,9745,149916,375,34,276,62006
319,Véloroute du Lin,73.6,0.27,Ancienne ligne ferrovière,69.67,59916,E,"(49.72944699999998, 0.3730609999999999)",Seine-Maritime,Normandie,12.0,7.0,137.0,7789,119832,300,27,220,49563
